app,priority,status,source_text,translated_text,refs
erpnext,P0,missing,Contribution Qty,Quantité de contribution,erpnext/selling/report/sales_person_wise_transaction_summary/sales_person_wise_transaction_summary.py:124
erpnext,P0,missing,Create Link,Créer un lien,erpnext/buying/doctype/supplier/supplier.js:226 erpnext/selling/doctype/customer/customer.js:285
erpnext,P0,missing,Creating Delivery Note ...,Création d'un bon de livraison...,erpnext/selling/doctype/sales_order/sales_order.js:1535
erpnext,P0,missing,Creating Delivery Schedule...,Création d'un calendrier de livraison...,erpnext/selling/doctype/sales_order/sales_order.js:677
erpnext,P0,missing,Creating Subcontracting Inward Order ...,Création d'une commande d'entrée de sous-traitance...,erpnext/selling/doctype/sales_order/sales_order.js:1805
erpnext,P0,missing,Credit Limit Crossed,Limite de crédit dépassée,erpnext/selling/doctype/customer/customer.py:593
erpnext,P0,missing,Customer Portal Users,Utilisateurs du portail client,erpnext/selling/doctype/customer/customer.json
erpnext,P0,missing,Deliver Scrap Items,Livrer des objets de rebut,erpnext/selling/doctype/selling_settings/selling_settings.json
erpnext,P0,missing,Delivery Schedule,Calendrier de livraison,erpnext/selling/doctype/sales_order/sales_order.js:619 erpnext/selling/doctype/sales_order/sales_order.js:646
erpnext,P0,missing,Delivery Schedule Item,Article du programme de livraison,erpnext/selling/doctype/delivery_schedule_item/delivery_schedule_item.json
erpnext,P0,missing,Discount (%) on Price List Rate with Margin,Remise (%) sur le tarif affiché avec marge,erpnext/accounts/doctype/pos_invoice_item/pos_invoice_item.json erpnext/accounts/doctype/sales_invoice_item/sales_invoice_item.json erpnext/selling/doctype/quotation_item/quotation_item.json erpnext/selling/doctype/sales_order_item/sales_order_item.json erpnext/stock/doctype/delivery_note_item/delivery_note_item.json
erpnext,P0,missing,Discount cannot be greater than 100%,La remise ne peut pas être supérieure à 100 %,erpnext/selling/page/point_of_sale/pos_item_cart.js:824
erpnext,P0,missing,Discount cannot be greater than 100%.,La remise ne peut pas être supérieure à 100 %.,erpnext/selling/page/point_of_sale/pos_item_cart.js:416
erpnext,P0,missing,Dispatch Address,Adresse d'expédition,erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json erpnext/accounts/doctype/sales_invoice/sales_invoice.json erpnext/buying/doctype/purchase_order/purchase_order.json erpnext/selling/doctype/sales_order/sales_order.json erpnext/stock/doctype/delivery_note/delivery_note.json erpnext/stock/doctype/purchase_receipt/purchase_receipt.json
erpnext,P0,missing,Distributed Discount Amount,Montant de la remise distribuée,erpnext/accounts/doctype/pos_invoice_item/pos_invoice_item.json erpnext/accounts/doctype/purchase_invoice_item/purchase_invoice_item.json erpnext/accounts/doctype/sales_invoice_item/sales_invoice_item.json erpnext/buying/doctype/purchase_order_item/purchase_order_item.json erpnext/buying/doctype/supplier_quotation_item/supplier_quotation_item.json erpnext/selling/doctype/quotation_item/quotation_item.json erpnext/selling/doctype/sales_order_item/sales_order_item.json erpnext/stock/doctype/delivery_note_item/delivery_note_item.json erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json
erpnext,P0,missing,Don't Reserve Sales Order Qty on Sales Return,Ne pas réserver la quantité de commande client sur le retour vente,erpnext/selling/doctype/selling_settings/selling_settings.json
erpnext,P0,missing,Edit Cart,Modifier le panier,erpnext/selling/page/point_of_sale/pos_item_cart.js:92
erpnext,P0,missing,Editing {0} is not allowed as per POS Profile settings,La modification de {0} n'est pas autorisée conformément aux paramètres du profil POS.,erpnext/selling/page/point_of_sale/pos_item_cart.js:777
erpnext,P0,missing,Email Receipt,Reçu par e-mail,erpnext/selling/page/point_of_sale/pos_past_order_summary.js:50
erpnext,P0,missing,Enable Cut-Off Date on Bulk Delivery Note Creation,Activer la date limite lors de la création de bons de livraison groupés,erpnext/selling/doctype/selling_settings/selling_settings.json
erpnext,P0,missing,Fetched only {0} available serial numbers.,Récupéré uniquement {0} numéros de série disponibles.,erpnext/selling/page/point_of_sale/pos_item_details.js:455
erpnext,P0,missing,Finished Good Qty,Fini Bonne quantité,erpnext/buying/doctype/purchase_order_item/purchase_order_item.json erpnext/selling/doctype/sales_order_item/sales_order_item.json erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.json
erpnext,P0,missing,First Delivery Date,Première date de livraison,erpnext/selling/doctype/sales_order/sales_order.js:577
erpnext,P0,missing,From Due Date,À partir de la date d'échéance,erpnext/selling/report/payment_terms_status_for_sales_order/payment_terms_status_for_sales_order.js:78
erpnext,P0,missing,From Prospect,De la perspective,erpnext/selling/doctype/customer/customer.json
erpnext,P0,missing,Fully Paid,Entièrement payé,erpnext/buying/doctype/purchase_order/purchase_order.json erpnext/selling/doctype/sales_order/sales_order.json
erpnext,P0,missing,Get Delivery Schedule,Obtenir le calendrier de livraison,erpnext/selling/doctype/sales_order/sales_order.js:608
erpnext,P0,missing,Has Alternative Item,A un article alternatif,erpnext/selling/doctype/quotation_item/quotation_item.json
erpnext,P0,missing,Has Unit Price Items,A des articles à prix unitaire,erpnext/buying/doctype/purchase_order/purchase_order.json erpnext/buying/doctype/request_for_quotation/request_for_quotation.json erpnext/buying/doctype/supplier_quotation/supplier_quotation.json erpnext/selling/doctype/quotation/quotation.json erpnext/selling/doctype/sales_order/sales_order.json
erpnext,P0,missing,Hide Recent Orders,Masquer les commandes récentes,erpnext/selling/page/point_of_sale/pos_controller.js:297
erpnext,P0,missing,"If checked, Stock will be reserved on <b>Submit</b>","Si coché, le stock sera réservé le <b>Submit</b>",erpnext/selling/doctype/sales_order/sales_order.json
erpnext,P0,missing,"If enabled, system will allow user to deliver the entire quantity of the finished goods produced against the Subcontracting Inward Order. If disabled, system will allow delivery of only the ordered quantity.","S'il est activé, le système permettra à l'utilisateur de livrer la quantité totale de produits finis produits par rapport à la commande entrante de sous-traitance. S'il est désactivé, le système permettra la livraison uniquement de la quantité commandée.",erpnext/selling/doctype/selling_settings/selling_settings.json
erpnext,P0,missing,"If enabled, the Scrap Item generated against a Finished Good will also be added in the Stock Entry when delivering that Finished Good.","Si cette option est activée, l'article de rebut généré par rapport à un produit fini sera également ajouté dans l'entrée de stock lors de la livraison de ce produit fini.",erpnext/selling/doctype/selling_settings/selling_settings.json
erpnext,P0,missing,Ignore Pricing Rule is enabled. Cannot apply coupon code.,Ignorer la règle de tarification est activé. Impossible d'appliquer le code promo.,erpnext/selling/page/point_of_sale/pos_payment.js:335
erpnext,P0,missing,Include Closed Orders,Inclure les commandes clôturées,erpnext/buying/report/purchase_order_trends/purchase_order_trends.js:8 erpnext/selling/report/sales_order_trends/sales_order_trends.js:8
erpnext,P0,missing,Incoterm,Incoterm,erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json erpnext/accounts/doctype/sales_invoice/sales_invoice.json erpnext/buying/doctype/purchase_order/purchase_order.json erpnext/buying/doctype/request_for_quotation/request_for_quotation.json erpnext/buying/doctype/supplier_quotation/supplier_quotation.json erpnext/selling/doctype/quotation/quotation.json erpnext/selling/doctype/sales_order/sales_order.json erpnext/setup/doctype/incoterm/incoterm.json erpnext/stock/doctype/delivery_note/delivery_note.json erpnext/stock/doctype/purchase_receipt/purchase_receipt.json erpnext/stock/doctype/shipment/shipment.json
erpnext,P0,missing,Inter Company Purchase Order,Bon de commande inter-sociétés,erpnext/selling/doctype/sales_order/sales_order.js:1137
erpnext,P0,missing,Internal Customer for company {0} already exists,Le client interne de la société {0} existe déjà,erpnext/selling/doctype/customer/customer.py:224
erpnext,P0,missing,Internal Purchase Order,Bon de commande interne,erpnext/selling/doctype/sales_order/sales_order.js:1136
erpnext,P0,missing,Invalid Delivery Date,Date de livraison invalide,erpnext/selling/doctype/sales_order/sales_order.py:405
erpnext,P0,missing,Invalid Discount,Remise invalide,erpnext/selling/page/point_of_sale/pos_item_cart.js:414
erpnext,P0,missing,Invalid Group By,Groupe par invalide,erpnext/selling/report/lost_quotations/lost_quotations.py:65
erpnext,P0,missing,Invalid Return,Retour invalide,erpnext/selling/page/point_of_sale/pos_past_order_summary.js:198
erpnext,P0,missing,Is Alternative,est une alternative,erpnext/selling/doctype/quotation/quotation.js:315 erpnext/selling/doctype/quotation_item/quotation_item.json
erpnext,P0,missing,Item Cart,Panier d'articles,erpnext/selling/page/point_of_sale/pos_item_cart.js:46
erpnext,P0,missing,Item Wise Tax Details,Détails de la taxe sur les articles,erpnext/accounts/doctype/pos_invoice/pos_invoice.json erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json erpnext/accounts/doctype/sales_invoice/sales_invoice.json erpnext/buying/doctype/purchase_order/purchase_order.json erpnext/buying/doctype/supplier_quotation/supplier_quotation.json erpnext/selling/doctype/quotation/quotation.json erpnext/selling/doctype/sales_order/sales_order.json erpnext/stock/doctype/delivery_note/delivery_note.json erpnext/stock/doctype/purchase_receipt/purchase_receipt.json
erpnext,P0,missing,Item is removed since no serial / batch no selected.,L'article est supprimé car aucun numéro de série/lot n'est sélectionné.,erpnext/selling/page/point_of_sale/pos_item_details.js:110
erpnext,P0,missing,Item {0} has no Serial No. Only serialized items can have delivery based on Serial No,L'article {0} n'a pas de numéro de série. Seuls les articles sérialisés peuvent être livrés en fonction du numéro de série.,erpnext/selling/doctype/sales_order/sales_order.py:778
erpnext,P0,missing,Items to Reserve,Articles à réserver,erpnext/public/js/stock_reservation.js:72 erpnext/selling/doctype/sales_order/sales_order.js:327 erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.js:226
erpnext,P0,missing,Last Scanned Warehouse,Dernier entrepôt analysé,erpnext/accounts/doctype/pos_invoice/pos_invoice.json erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json erpnext/accounts/doctype/sales_invoice/sales_invoice.json erpnext/buying/doctype/purchase_order/purchase_order.json erpnext/selling/doctype/quotation/quotation.json erpnext/selling/doctype/sales_order/sales_order.json erpnext/stock/doctype/delivery_note/delivery_note.json erpnext/stock/doctype/material_request/material_request.json erpnext/stock/doctype/purchase_receipt/purchase_receipt.json erpnext/stock/doctype/stock_entry/stock_entry.json erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.json
erpnext,P0,missing,Last transacted,Dernière transaction,erpnext/selling/page/point_of_sale/pos_item_cart.js:1025
erpnext,P0,missing,Learn Sales Management,Apprendre la gestion des ventes,erpnext/selling/workspace/selling/selling.json
erpnext,P0,missing,Link with Supplier,Lien avec le fournisseur,erpnext/selling/doctype/customer/customer.js:201
erpnext,P0,missing,Linking Failed,Échec de la liaison,erpnext/buying/doctype/supplier/supplier.js:220 erpnext/selling/doctype/customer/customer.js:279
erpnext,P0,missing,Linking to Supplier Failed. Please try again.,Échec de la liaison avec le fournisseur. Veuillez réessayer.,erpnext/selling/doctype/customer/customer.js:278
erpnext,P0,missing,Lost Quotations,Citations perdues,erpnext/selling/report/lost_quotations/lost_quotations.json erpnext/selling/report/lost_quotations/lost_quotations.py:31
erpnext,P0,missing,Lost Quotations %,% de devis perdus,erpnext/selling/report/lost_quotations/lost_quotations.py:37
erpnext,P0,missing,Lost Value,Valeur perdue,erpnext/selling/report/lost_quotations/lost_quotations.py:43
erpnext,P0,missing,Lost Value %,% de valeur perdue,erpnext/selling/report/lost_quotations/lost_quotations.py:49
erpnext,P0,missing,Mention if non-standard Receivable account,Mentionner si compte clients non standard,erpnext/selling/doctype/customer/customer.json
erpnext,P0,missing,Multiple Loyalty Programs found for Customer {}. Please select manually.,Plusieurs programmes de fidélité trouvés pour le client {}. Veuillez sélectionner manuellement.,erpnext/selling/doctype/customer/customer.py:393
erpnext,P0,missing,Named Place,Lieu nommé,erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json erpnext/accounts/doctype/sales_invoice/sales_invoice.json erpnext/buying/doctype/purchase_order/purchase_order.json erpnext/buying/doctype/request_for_quotation/request_for_quotation.json erpnext/buying/doctype/supplier_quotation/supplier_quotation.json erpnext/selling/doctype/quotation/quotation.json erpnext/selling/doctype/sales_order/sales_order.json erpnext/stock/doctype/delivery_note/delivery_note.json erpnext/stock/doctype/purchase_receipt/purchase_receipt.json
erpnext,P0,missing,New Invoice,Nouvelle facture,erpnext/selling/page/point_of_sale/pos_controller.js:259
erpnext,P0,missing,No items in cart,Aucun article dans le panier,erpnext/selling/page/point_of_sale/pos_item_cart.js:76
erpnext,P0,missing,No of Deliveries,Nombre de livraisons,erpnext/selling/doctype/sales_order/sales_order.js:600
erpnext,P0,missing,No recent transactions found,Aucune transaction récente trouvée,erpnext/selling/page/point_of_sale/pos_item_cart.js:1017
erpnext,P0,missing,Non-Zeros,Non nuls,erpnext/selling/report/sales_analytics/sales_analytics.js:95
erpnext,P0,missing,Not Requested,Non demandé,erpnext/selling/doctype/sales_order/sales_order.json
erpnext,P0,missing,Only Value available for Payment Entry,Seule valeur disponible pour la saisie des paiements,erpnext/selling/report/sales_analytics/sales_analytics.py:57
erpnext,P0,missing,Opportunities by Campaign,Opportunités par campagne,erpnext/selling/page/sales_funnel/sales_funnel.js:49
erpnext,P0,missing,Opportunities by Medium,Opportunités par support,erpnext/selling/page/sales_funnel/sales_funnel.js:50
erpnext,P0,missing,Opportunities by Source,Opportunités par source,erpnext/selling/page/sales_funnel/sales_funnel.js:48
erpnext,P0,missing,Outdated POS Opening Entry,Entrée d'ouverture de point de vente obsolète,erpnext/accounts/doctype/sales_invoice/sales_invoice.py:1177 erpnext/selling/page/point_of_sale/pos_controller.js:208
erpnext,P0,missing,POS Closed,PDV fermé,erpnext/selling/page/point_of_sale/pos_controller.js:183
erpnext,P0,missing,POS Opening Entry Cancelled,Entrée d'ouverture de point de vente annulée,erpnext/selling/page/point_of_sale/pos_controller.js:183
erpnext,P0,missing,POS Opening Entry has been cancelled. Please refresh the page.,L'entrée d'ouverture du point de vente a été annulée. Veuillez actualiser la page.,erpnext/selling/page/point_of_sale/pos_controller.js:189
erpnext,P0,missing,POS has been closed at {0}. Please refresh the page.,Le point de vente a été fermé à {0}. Veuillez actualiser la page.,erpnext/selling/page/point_of_sale/pos_controller.js:187
erpnext,P0,missing,POS invoice {0} created successfully,Facture POS {0} créée avec succès,erpnext/selling/page/point_of_sale/pos_controller.js:491
erpnext,P0,missing,Parent Item {0} must not be a Fixed Asset,L'élément parent {0} ne doit pas être une immobilisation,erpnext/selling/doctype/product_bundle/product_bundle.py:81
erpnext,P0,missing,Partnership,Partenariat,erpnext/buying/doctype/supplier/supplier.json erpnext/selling/doctype/customer/customer.json
erpnext,P0,missing,Payment Terms Status for Sales Order,Statut des conditions de paiement pour la commande client,erpnext/selling/report/payment_terms_status_for_sales_order/payment_terms_status_for_sales_order.json
erpnext,P0,missing,Payment of {0} received successfully.,Paiement de {0} reçu avec succès.,erpnext/accounts/doctype/pos_invoice/pos_invoice.js:466 erpnext/selling/page/point_of_sale/pos_payment.js:366
erpnext,P0,missing,Payment of {0} received successfully. Waiting for other requests to complete...,Paiement de {0} reçu avec succès. En attendant que d'autres demandes soient complétées...,erpnext/selling/page/point_of_sale/pos_payment.js:373
erpnext,P0,missing,Percentage you are allowed to sell beyond the Blanket Order quantity.,Pourcentage que vous êtes autorisé à vendre au-delà de la quantité de la commande globale.,erpnext/selling/doctype/selling_settings/selling_settings.json
erpnext,P0,missing,Please contact any of the following users to extend the credit limits for {0}: {1},Veuillez contacter l'un des utilisateurs suivants pour prolonger les limites de crédit pour {0} : {1},erpnext/selling/doctype/customer/customer.py:585
erpnext,P0,missing,Please contact your administrator to extend the credit limits for {0}.,Veuillez contacter votre administrateur pour prolonger les limites de crédit pour {0}.,erpnext/selling/doctype/customer/customer.py:578
erpnext,P0,missing,Please enter a valid number of deliveries,Veuillez saisir un nombre de livraisons valide,erpnext/selling/doctype/sales_order/sales_order.js:717
erpnext,P0,missing,Please enter a valid quantity,Veuillez entrer une quantité valide,erpnext/selling/doctype/sales_order/sales_order.js:658
erpnext,P0,missing,Please enter at least one delivery date and quantity,Veuillez saisir au moins une date de livraison et une quantité,erpnext/selling/doctype/sales_order/sales_order.js:652
erpnext,P0,missing,Please enter the first delivery date,Veuillez saisir la première date de livraison,erpnext/selling/doctype/sales_order/sales_order.js:713
erpnext,P0,missing,Please save the Sales Order before adding a delivery schedule.,Veuillez enregistrer la commande client avant d'ajouter un calendrier de livraison.,erpnext/selling/doctype/sales_order/sales_order.js:859
erpnext,P0,missing,Please select a frequency for delivery schedule,Veuillez sélectionner une fréquence pour le calendrier de livraison,erpnext/selling/doctype/sales_order/sales_order.js:709
erpnext,P0,missing,Please select atleast one item to continue,Veuillez sélectionner au moins un élément pour continuer,erpnext/selling/doctype/sales_order/sales_order.js:1288
erpnext,P0,missing,Please select items to reserve.,Veuillez sélectionner les articles à réserver.,erpnext/public/js/stock_reservation.js:212 erpnext/selling/doctype/sales_order/sales_order.js:419 erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.js:301
erpnext,P0,missing,Please select items to unreserve.,Veuillez sélectionner les articles à annuler la réservation.,erpnext/public/js/stock_reservation.js:290 erpnext/selling/doctype/sales_order/sales_order.js:523 erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.js:399
erpnext,P0,missing,Portal Users,Utilisateurs du portail,erpnext/buying/doctype/supplier/supplier.json erpnext/selling/doctype/customer/customer.json
erpnext,P0,missing,Price is not set for the item.,Le prix n'est pas fixé pour l'article.,erpnext/selling/page/point_of_sale/pos_controller.js:720
erpnext,P0,missing,Qty (Company),Qté (Entreprise),erpnext/accounts/doctype/sales_invoice_item/sales_invoice_item.json erpnext/selling/doctype/quotation_item/quotation_item.json erpnext/selling/doctype/sales_order_item/sales_order_item.json erpnext/stock/doctype/delivery_note_item/delivery_note_item.json erpnext/stock/doctype/pick_list_item/pick_list_item.json
erpnext,P0,missing,Qty (Warehouse),Qté (entrepôt),erpnext/accounts/doctype/sales_invoice_item/sales_invoice_item.json erpnext/selling/doctype/quotation_item/quotation_item.json erpnext/selling/doctype/sales_order_item/sales_order_item.json erpnext/stock/doctype/delivery_note_item/delivery_note_item.json erpnext/stock/doctype/pick_list_item/pick_list_item.json
erpnext,P0,missing,Quarter {0} {1},Trimestre {0} {1},erpnext/selling/report/sales_analytics/sales_analytics.py:437 erpnext/stock/report/stock_analytics/stock_analytics.py:116
erpnext,P0,missing,Quoted Amount,Montant cité,erpnext/selling/report/quotation_trends/quotation_trends.py:57
erpnext,P0,missing,Rate of Stock UOM,Taux de stock UdM,erpnext/accounts/doctype/purchase_invoice_item/purchase_invoice_item.json erpnext/accounts/doctype/sales_invoice_item/sales_invoice_item.json erpnext/buying/doctype/purchase_order_item/purchase_order_item.json erpnext/selling/doctype/quotation_item/quotation_item.json erpnext/selling/doctype/sales_order_item/sales_order_item.json erpnext/stock/doctype/delivery_note_item/delivery_note_item.json erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json
erpnext,P0,missing,Reason for hold:,Raison de la retenue :,erpnext/selling/doctype/sales_order/sales_order.js:1767
erpnext,P0,missing,Recent Orders,Commandes récentes,erpnext/selling/page/point_of_sale/pos_controller.js:260 erpnext/selling/page/point_of_sale/pos_controller.js:297 erpnext/selling/page/point_of_sale/pos_past_order_list.js:17
erpnext,P0,missing,Recent Transactions,Transactions récentes,erpnext/selling/page/point_of_sale/pos_item_cart.js:891
erpnext,P0,missing,Remaining Amount,Montant restant,erpnext/selling/page/point_of_sale/pos_payment.js:684
erpnext,P0,missing,Reserve Stock,Stock de réserve,erpnext/manufacturing/doctype/production_plan/production_plan.json erpnext/manufacturing/doctype/work_order/work_order.json erpnext/public/js/stock_reservation.js:15 erpnext/selling/doctype/sales_order/sales_order.js:397 erpnext/selling/doctype/sales_order/sales_order.json erpnext/selling/doctype/sales_order_item/sales_order_item.json erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.js:278 erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.json
erpnext,P0,missing,Returned,Retourné,erpnext/selling/page/point_of_sale/pos_past_order_summary.js:138 erpnext/stock/doctype/shipment/shipment.json erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json
erpnext,P0,missing,Rounded Total (Company Currency),Total arrondi (devise de l'entreprise),erpnext/accounts/doctype/pos_invoice/pos_invoice.json erpnext/accounts/doctype/purchase_invoice/purchase_invoice.json erpnext/accounts/doctype/sales_invoice/sales_invoice.json erpnext/buying/doctype/purchase_order/purchase_order.json erpnext/buying/doctype/supplier_quotation/supplier_quotation.json erpnext/selling/doctype/quotation/quotation.json erpnext/selling/doctype/sales_order/sales_order.json erpnext/stock/doctype/delivery_note/delivery_note.json erpnext/stock/doctype/purchase_receipt/purchase_receipt.json
erpnext,P0,missing,Row #{0}: BOM not found for FG Item {1},Ligne n° {0} : Nomenclature introuvable pour l'article FG {1},erpnext/selling/doctype/sales_order/sales_order.py:288
erpnext,P0,missing,Row #{0}: Finished Good Item Qty can not be zero,Ligne n° {0} : La quantité d'articles finis ne peut pas être nulle.,erpnext/buying/doctype/purchase_order/purchase_order.py:400 erpnext/selling/doctype/sales_order/sales_order.py:291
erpnext,P0,missing,Row #{0}: Finished Good Item is not specified for service item {1},Ligne n° {0} : L'article fini n'est pas spécifié pour l'article de service {1},erpnext/buying/doctype/purchase_order/purchase_order.py:382 erpnext/selling/doctype/sales_order/sales_order.py:271
erpnext,P0,missing,Row #{0}: Finished Good Item {1} must be a sub-contracted item,Ligne n° {0} : L'article fini {1} doit être un article sous-traité,erpnext/buying/doctype/purchase_order/purchase_order.py:389 erpnext/selling/doctype/sales_order/sales_order.py:278
erpnext,P0,missing,Row #{0}: Quantity cannot be a non-positive number. Please increase the quantity or remove the Item {1},Ligne n°{0} : La quantité ne peut pas être un nombre non positif. Veuillez augmenter la quantité ou supprimer l'article {1},erpnext/selling/doctype/product_bundle/product_bundle.py:96
erpnext,P0,missing,SO Total Qty,donc quantité totale,erpnext/selling/report/sales_person_wise_transaction_summary/sales_person_wise_transaction_summary.py:107
erpnext,P0,missing,Sales Invoice {0} must be deleted before cancelling this Sales Order,La facture de vente {0} doit être supprimée avant d'annuler cette commande client.,erpnext/selling/doctype/sales_order/sales_order.py:576
erpnext,P0,missing,Sales Opportunities by Campaign,Opportunités de vente par campagne,erpnext/selling/page/sales_funnel/sales_funnel.js:150
erpnext,P0,missing,Sales Opportunities by Medium,Opportunités de vente par support,erpnext/selling/page/sales_funnel/sales_funnel.js:152
erpnext,P0,missing,Sales Opportunities by Source,Opportunités de vente par source,erpnext/selling/page/sales_funnel/sales_funnel.js:148
erpnext,P0,missing,Sales Order Schedule,Calendrier des commandes clients,erpnext/selling/doctype/sales_order_item/sales_order_item.json
erpnext,P0,missing,"Sales Order {0} already exists against Customer's Purchase Order {1}. To allow multiple Sales Orders, Enable {2} in {3}","La commande client {0} existe déjà par rapport à la commande client {1}. Pour autoriser plusieurs commandes client, activez {2} dans {3}",erpnext/selling/doctype/sales_order/sales_order.py:342
erpnext,P0,missing,Sales Partner Target Variance Based On Item Group,Écart cible du partenaire commercial en fonction du groupe d'articles,erpnext/selling/workspace/selling/selling.json
erpnext,P0,missing,Sales Pipeline by Stage,Pipeline de ventes par étape,erpnext/selling/page/sales_funnel/sales_funnel.js:154
erpnext,P0,missing,"Search by item code, serial number or barcode","Recherche par code article, numéro de série ou code-barres",erpnext/selling/page/point_of_sale/pos_item_selector.js:181
erpnext,P0,missing,Select Alternative Items for Sales Order,Sélectionner des articles alternatifs pour la commande client,erpnext/selling/doctype/quotation/quotation.js:333
erpnext,P0,missing,Select Finished Good,Sélectionnez Bien fini,erpnext/buying/doctype/purchase_order/purchase_order.js:240 erpnext/selling/doctype/sales_order/sales_order.js:818
erpnext,P0,missing,Select Items up to Delivery Date,Sélectionnez les articles jusqu'à la date de livraison,erpnext/selling/doctype/sales_order/sales_order_list.js:87
